id;card_id;name;type;element;sub_type;level;attack;health;rarity;description;image_path;expansion;card_number;skills;passive_skill;created_at;updated_at;spektra_cost;duplicate_group;effect_type;effect_value;effect_value_2;effect_target;;
45;water-fishmonger;Fishmonger;avatar;water;kujana;1;1;6;Common;Avatar - Kujana Human;/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Fishmonger.webp;Fire and Water;GEN-045;"[{""id"":""fish-knife"",""name"":""Fish Knife"",""damage"":1,""conditions"":[{""type"":""opponent_tribe"",""value"":[""borah"",""kobar""],""effect"":{""type"":""damage_modification"",""value"":3}}],""description"":""This attack damage become 3 if the opponent is Borah or Kobar type avatar"",""spektraCost"":[""water"",""neutral""]}]";;"""2026-01-09T06:52:55.628Z""";"""2026-02-17T13:47:58.200Z""";;GEN-045;;;;;;
46;water-shaman-kujana;Shaman;avatar;water;kujana;1;1;6;Common;Avatar - Kujana Witch;/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Shaman B.webp;Fire and Water;GEN-046;"[{""id"":""wild-torrent"",""name"":""Wild Torrent"",""damage"":1,""target"":""opponent_active_and_all_reserve"",""conditions"":[],""description"":""Deal 1 damage to opponent active avatar and 1 damage to each opponent reserve avatar."",""spektraCost"":[""water"",""water""]}]";;"""2026-01-09T06:52:55.673Z""";"""2026-02-17T13:47:58.241Z""";;GEN-046;;;;;;
47;water-gal;Gal;avatar;water;kujana;1;2;5;Common;Avatar - Kujana Human;/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Gal.webp;Fire and Water;GEN-047;"[{""id"":""slap"",""name"":""Slap"",""damage"":2,""conditions"":[],""description"":""Basic slap attack"",""spektraCost"":[""water""]}]";;"""2026-01-09T06:52:55.719Z""";"""2026-02-17T13:47:58.287Z""";;GEN-047;;;;;;
48;water-fisherman;Fisherman;avatar;water;kuhaka;1;2;8;Uncommon;Avatar - Kuhaka Human;/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Fisherman.webp;Fire and Water;GEN-048;"[{""id"":""whack"",""name"":""Whack"",""damage"":2,""conditions"":[],""description"":""Physical strike"",""spektraCost"":[""water"",""water""]}]";;"""2026-01-09T06:52:55.763Z""";"""2026-02-17T13:47:58.329Z""";;GEN-048;;;;;;
49;water-rich-thug;Rich Thug;avatar;water;kuhaka;1;1;5;Common;Avatar - Kuhaka Human;/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Rich Tug.webp;Fire and Water;GEN-049;"[{""id"":""kick"",""name"":""Kick"",""damage"":1,""conditions"":[],""description"":""Basic attack"",""spektraCost"":[""neutral""]}]";;"""2026-01-09T06:52:55.810Z""";"""2026-02-17T13:47:58.376Z""";;GEN-049;;;;;;
50;water-shaman-kuhaka;Shaman;avatar;water;kuhaka;1;3;6;Common;Avatar - Kuhaka Witch;/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Shaman A.webp;Fire and Water;GEN-050;"[{""id"":""concentrated-water"",""name"":""Concentrated Water"",""damage"":3,""conditions"":[{""type"":""self_damage"",""value"":1,""effect"":{""type"":""damage_self"",""value"":1}}],""description"":""Deal 1 damage into this Avatar"",""spektraCost"":[""water"",""water""]}]";;"""2026-01-09T06:52:55.856Z""";"""2026-02-17T13:47:58.419Z""";;GEN-046;;;;;;
51;water-kobar-trainee-a;Kobar Trainee A;avatar;water;kobar;1;1;6;Common;Avatar - Kobar Fighter;/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Kobar Trainee A.webp;Fire and Water;GEN-051;"[{""id"":""punch"",""name"":""Punch"",""damage"":1,""conditions"":[],""description"":""Basic attack"",""spektraCost"":[""water""]}]";;"""2026-01-09T06:52:55.902Z""";"""2026-02-17T13:47:58.466Z""";;GEN-051;;;;;;
52;water-kobar-trainee-b;Kobar Trainee B;avatar;water;kobar;1;2;5;Common;Avatar - Kobar Fighter;/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Kobar Trainee B.webp;Fire and Water;GEN-052;"[{""id"":""kick"",""name"":""Kick"",""damage"":2,""conditions"":[],""description"":""Basic attack"",""spektraCost"":[""water"",""water""]}]";;"""2026-01-09T06:52:55.946Z""";"""2026-02-17T13:47:58.507Z""";;GEN-052;;;;;;
53;water-kobar-trainee-c;Kobar Trainee C;avatar;water;kobar;1;1;5;Common;Avatar - Kobar Fighter;/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Kobar Trainee C.webp;Fire and Water;GEN-053;"[{""id"":""wildbone-blade"",""name"":""Wildbone Blade"",""damage"":1,""conditions"":[{""type"":""opponent_element"",""value"":[""fire""],""effect"":{""type"":""damage_modification"",""value"":3}}],""description"":""This attack damage become 3 if the opponent is Fire Element Avatar"",""spektraCost"":[""water"",""water""]}]";;"""2026-01-09T06:52:55.992Z""";"""2026-02-17T13:47:58.553Z""";;GEN-053;;;;;;
54;water-borah-trainee-a;Borah Trainee A;avatar;water;borah;1;1;5;Common;Avatar - Borah Fighter;/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Borah Trainee A.webp;Fire and Water;GEN-054;"[{""id"":""kick"",""name"":""Kick"",""damage"":1,""conditions"":[],""description"":""Basic attack"",""spektraCost"":[""neutral""]}]";;"""2026-01-09T06:52:56.039Z""";"""2026-02-17T13:47:58.593Z""";;GEN-054;;;;;;
55;water-borah-trainee-b;Borah Trainee B;avatar;water;borah;1;1;5;Common;Avatar - Borah Fighter;/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Borah Trainee B.webp;Fire and Water;GEN-055;"[{""id"":""water-whip"",""name"":""Water Whip"",""damage"":1,""target"":""opponent_active_and_all_reserve"",""conditions"":[],""description"":""Deal 1 damage to opponent active avatar and 1 damage to each opponent reserve avatar."",""spektraCost"":[""water"",""neutral""]}]";;"""2026-01-09T06:52:56.085Z""";"""2026-02-17T13:47:58.639Z""";;GEN-055;;;;;;
56;water-borah-trainee-c;Borah Trainee C;avatar;water;borah;1;2;6;Uncommon;Avatar - Borah Fighter;/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Borah Trainee C.webp;Fire and Water;GEN-056;"[{""id"":""liquid-dance"",""name"":""Liquid Dance"",""damage"":2,""conditions"":[],""description"":""Flowing water combat technique"",""spektraCost"":[""water""]}]";;"""2026-01-09T06:52:56.131Z""";"""2026-02-17T13:47:58.680Z""";;GEN-056;;;;;;
57;water-alice;Alice;avatar;water;borah;2;14;12;Rare;Avatar - Borah Warrior;/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Alice.webp;Fire and Water;GEN-057;"[{""id"":""ice-calibur"",""name"":""Ice Calibur"",""damage"":14,""conditions"":[],""description"":""Powerful ice sword strike"",""spektraCost"":[""water"",""neutral"",""neutral"",""neutral"",""neutral""]}]";"{""name"":""Frost Aura"",""scope"":""active_or_reserve"",""damage"":0,""effect"":""Enemy Fire Element Avatars get -2 attack damage in their skills."",""description"":""Enemy Fire Element Avatars get -2 attack damage in their skills."",""spektraCost"":[]}";"""2026-01-09T06:52:56.239Z""";"""2026-02-17T13:47:58.727Z""";;GEN-057;;;;;;
58;water-clear;Clear;avatar;water;borah;2;3;14;Rare;Avatar - Borah Gunner;/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Clear.webp;Fire and Water;GEN-058;"[{""id"":""shoot"",""name"":""Shoot"",""damage"":3,""conditions"":[],""description"":""Basic ranged attack"",""spektraCost"":[""neutral""]},{""id"":""water-turret"",""name"":""Water Turret"",""damage"":8,""conditions"":[],""description"":""Put 8 damage counter into 1 of opponent Avatar"",""spektraCost"":[""water"",""water"",""water"",""neutral""]}]";;"""2026-01-09T06:52:56.284Z""";"""2026-02-17T13:47:58.768Z""";;GEN-058;;;;;;
59;water-maya;Maya;avatar;water;borah;2;4;16;Rare;Avatar - Borah Mage;/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Maya.webp;Fire and Water;GEN-059;"[{""id"":""current-staff"",""name"":""Current Staff"",""damage"":4,""conditions"":[],""description"":""Water staff attack"",""spektraCost"":[""water"",""neutral""]},{""id"":""splashing-staff"",""name"":""Splashing Staff"",""damage"":8,""target"":""opponent_active_and_all_reserve"",""conditions"":[],""description"":""Deal 8 damage to opponent active avatar and 4 damage to each opponent reserve avatar."",""spektraCost"":[""water"",""water"",""neutral"",""neutral""]}]";;"""2026-01-09T06:52:56.331Z""";"""2026-02-17T13:47:58.814Z""";;GEN-059;;;;;;
60;water-maya-rare;Maya;avatar;water;borah;2;4;16;Super Rare;Avatar - Borah Mage;"/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Maya, Rare.webp";Fire and Water;GEN-060;"[{""id"":""current-staff"",""name"":""Current Staff"",""damage"":4,""conditions"":[],""description"":""Water staff attack"",""spektraCost"":[""water"",""neutral""]},{""id"":""splashing-staff"",""name"":""Splashing Staff"",""damage"":8,""target"":""opponent_active_and_all_reserve"",""conditions"":[],""description"":""Deal 8 damage to opponent active avatar and 4 damage to each opponent reserve avatar."",""spektraCost"":[""water"",""water"",""neutral"",""neutral""]}]";;"""2026-01-09T06:52:56.376Z""";"""2026-02-17T13:47:58.857Z""";;GEN-059;;;;;;
61;water-arctic;Arctic;avatar;water;kobar;2;5;15;Rare;Avatar - Kobar Assassin;/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Arctic.webp;Fire and Water;GEN-061;"[{""id"":""ice-dagger"",""name"":""Ice Dagger"",""damage"":5,""conditions"":[],""description"":""Ice blade attack"",""spektraCost"":[""water"",""neutral""]},{""id"":""ice-blade"",""name"":""Ice Blade"",""damage"":7,""conditions"":[{""type"":""opponent_hp"",""value"":10,""effect"":{""type"":""damage_modification"",""value"":10}}],""description"":""If you opponent active avatar has 10 or lower HP, this attack become 10"",""spektraCost"":[""water"",""neutral"",""neutral""]}]";;"""2026-01-09T06:52:56.424Z""";"""2026-02-17T13:47:58.903Z""";;GEN-061;;;;;;
62;water-langit;Langit;avatar;water;kobar;2;2;13;Rare;Avatar - Kobar Gunner;/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Langit.webp;Fire and Water;GEN-062;"[{""id"":""water-gun"",""name"":""Water Gun"",""damage"":2,""conditions"":[],""description"":""Water projectile attack"",""spektraCost"":[""neutral""]},{""id"":""water-cannon"",""name"":""Water Cannon"",""damage"":7,""conditions"":[{""type"":""hand_empty"",""value"":true,""effect"":{""type"":""draw_card"",""value"":1}}],""description"":""If you dont have any card in hand, draw a card"",""spektraCost"":[""water"",""water"",""neutral""]}]";;"""2026-01-09T06:52:56.469Z""";"""2026-02-17T13:47:58.944Z""";;GEN-062;;;;;;
63;water-sapphire;Sapphire;avatar;water;kobar;2;3;16;Rare;Avatar - Kobar Dancer;/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Sapphire.webp;Fire and Water;GEN-063;"[{""id"":""aqua-whip"",""name"":""Aqua Whip"",""damage"":3,""conditions"":[],""description"":""Water whip attack"",""spektraCost"":[""water""]},{""id"":""water-dance"",""name"":""Water Dance"",""damage"":9,""conditions"":[{""type"":""opponent_element"",""value"":[""fire""],""effect"":{""type"":""damage_modification"",""value"":12}}],""description"":""If your opponent active avatar has Fire Element, this attack become 12"",""spektraCost"":[""water"",""neutral"",""neutral""]}]";;"""2026-01-09T06:52:56.516Z""";"""2026-02-17T13:47:58.991Z""";;GEN-063;;;;;;
64;water-sapphire-mythic;Sapphire;avatar;water;kobar;2;3;16;Mythic;Avatar - Kobar Dancer;"/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Sapphire, Super Rare.webp";Fire and Water;GEN-064;"[{""id"":""aqua-whip"",""name"":""Aqua Whip"",""damage"":3,""conditions"":[],""description"":""Water whip attack"",""spektraCost"":[""water""]},{""id"":""water-dance"",""name"":""Water Dance"",""damage"":9,""conditions"":[{""type"":""opponent_element"",""value"":[""fire""],""effect"":{""type"":""damage_modification"",""value"":12}}],""description"":""If your opponent active avatar has Fire Element, this attack become 12"",""spektraCost"":[""water"",""neutral"",""neutral""]}]";;"""2026-01-09T06:52:56.562Z""";"""2026-02-17T13:47:59.032Z""";;GEN-063;;;;;;
65;water-banyu-ghost-kuhaka;Banyu Ghost;avatar;water;kuhaka;2;7;14;Rare;Avatar - Kuhaka Spirit;/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Banyu Ghost.webp;Fire and Water;GEN-065;"[{""id"":""bloody-cage"",""name"":""Bloody Cage"",""damage"":7,""conditions"":[{""type"":""self_damage"",""value"":1,""effect"":{""type"":""damage_self"",""value"":1}}],""description"":""Deal 1 damage to this Avatar after using this skill"",""spektraCost"":[""water"",""neutral"",""neutral""]},{""id"":""water-bomb"",""name"":""Water Bomb"",""damage"":9,""conditions"":[{""type"":""draw_cards"",""value"":2,""effect"":{""type"":""draw_cards"",""value"":2}}],""description"":""Draw 2 cards"",""spektraCost"":[""water"",""water"",""water"",""neutral"",""neutral""]}]";;"""2026-01-09T06:52:56.608Z""";"""2026-02-17T13:47:59.078Z""";;GEN-069;;;;;;
66;water-lake-guardian;Lake Guardian;avatar;water;kuhaka;2;3;16;Rare;Avatar - Kuhaka Beast;/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Lake Guardian.webp;Fire and Water;GEN-066;"[{""id"":""bite"",""name"":""Bite"",""damage"":3,""conditions"":[],""description"":""Vicious bite attack"",""spektraCost"":[""water""]},{""id"":""eternal-slumber"",""name"":""Eternal Slumber"",""damage"":2,""conditions"":[],""description"":""If the target has 5 or below HP, destroy that Avatar."",""spektraCost"":[""water"",""water"",""neutral"",""neutral"",""neutral""]}]";;"""2026-01-09T06:52:56.652Z""";"""2026-02-17T13:47:59.120Z""";;GEN-066;;;;;;
67;water-the-count;The Count;avatar;water;kuhaka;2;9;15;Rare;Avatar - Kuhaka Warrior;/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_The Count.webp;Fire and Water;GEN-067;"[{""id"":""blood-blade"",""name"":""Blood Blade"",""damage"":9,""conditions"":[{""type"":""opponent_tribe"",""value"":[""kobar"",""borah""],""effect"":{""type"":""damage_modification"",""value"":13}}],""description"":""This attack damage become 13 if the opponent is Kobar or Borah type."",""spektraCost"":[""water"",""neutral"",""neutral"",""neutral""]}]";"{""name"":""Chilling Bone Mist"",""scope"":""active"",""damage"":0,""effect"":""Enemy non Kuhaka-Kujana type avatars have -1 attack damage in their skills"",""description"":""Enemy non Kuhaka-Kujana type avatars have -1 attack damage in their skills"",""spektraCost"":[]}";"""2026-01-09T06:52:56.699Z""";"""2026-02-17T13:47:59.167Z""";;GEN-067;;;;;;
68;water-the-count-mythic;The Count;avatar;water;kuhaka;2;9;15;Mythic;Avatar - Kuhaka Warrior;"/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_The Count, Super Rare.webp";Fire and Water;GEN-068;"[{""id"":""blood-blade"",""name"":""Blood Blade"",""damage"":9,""conditions"":[{""type"":""opponent_tribe"",""value"":[""kobar"",""borah""],""effect"":{""type"":""damage_modification"",""value"":13}}],""description"":""This attack damage become 13 if the opponent is Kobar or Borah type."",""spektraCost"":[""water"",""neutral"",""neutral"",""neutral""]}]";"{""name"":""Chilling Bone Mist"",""scope"":""active"",""damage"":0,""effect"":""Enemy non Kuhaka-Kujana type avatars have -1 attack damage in their skills"",""description"":""Enemy non Kuhaka-Kujana type avatars have -1 attack damage in their skills"",""spektraCost"":[]}";"""2026-01-09T06:52:56.743Z""";"""2026-02-17T13:47:59.211Z""";;GEN-067;;;;;;
69;water-banyu-ghost-kujana;Banyu Ghost;avatar;water;kujana;2;1;13;Rare;Avatar - Kujana Spirit;/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Banyu Ghost Fem.webp;Fire and Water;GEN-069;"[{""id"":""water-string"",""name"":""Water String"",""damage"":1,""conditions"":[{""type"":""opponent_element"",""value"":[""fire""],""effect"":{""type"":""damage_modification"",""value"":4}}],""description"":""If your opponent active avatar were Fire Element, this skill damage become 4"",""spektraCost"":[""water""]},{""id"":""water-splash"",""name"":""Water Splash"",""damage"":5,""target"":""opponent_active_and_all_reserve"",""conditions"":[],""description"":""Deal 5 damage to opponent active avatar and 3 damage to each opponent reserve avatar."",""spektraCost"":[""water"",""water"",""neutral""]}]";;"""2026-01-09T06:52:56.789Z""";"""2026-02-17T13:47:59.258Z""";;GEN-069;;;;;;
70;water-pontia;Pontia;avatar;water;kujana;2;2;12;Rare;Avatar - Kujana Mage;/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Pontia.webp;Fire and Water;GEN-070;"[{""id"":""chilling-hand"",""name"":""Chilling Hand"",""damage"":2,""conditions"":[],""description"":""Ice-cold touch attack"",""spektraCost"":[""water""]},{""id"":""splashing-staff"",""name"":""Splashing Staff"",""damage"":8,""conditions"":[{""type"":""opponent_tribe"",""value"":[""kobar"",""borah""],""effect"":{""type"":""damage_modification"",""value"":12}}],""description"":""This attack damage become 12 if the opponent is Kobar or Borah type"",""spektraCost"":[""water"",""water"",""neutral"",""neutral""]}]";;"""2026-01-09T06:52:56.834Z""";"""2026-02-17T13:47:59.300Z""";;GEN-070;;;;;;
71;water-whirlpool-demon;Whirlpool Demon;avatar;water;kujana;2;1;14;Rare;Avatar - Kujana Demon;/attached_assets/card_images/GENESIS/water/avatars/Blue Elemental Avatar for Apps_Whirlpool Demon.webp;Fire and Water;GEN-071;"[{""id"":""whirlpool"",""name"":""Whirlpool"",""damage"":1,""conditions"":[],""description"":""Put 3 damage into all opponent reserve avatars."",""spektraCost"":[""water"",""neutral""]},{""id"":""water-torrent"",""name"":""Water Torrent"",""damage"":10,""conditions"":[],""description"":""Put 5 damage counter into 1 of opponent reserve avatar."",""spektraCost"":[""water"",""neutral"",""neutral"",""neutral""]}]";;"""2026-01-09T06:52:56.881Z""";"""2026-02-17T13:47:59.346Z""";;GEN-071;;;;;;
72;water-telang-tea;Telang Tea;spell;water;;1;0;0;Common;;/attached_assets/card_images/GENESIS/water/spells/Blue Elemental Spell for Apps_Spell - Telang Tea.webp;Fire and Water;GEN-072;;;"""2026-01-09T06:52:56.925Z""";"""2026-02-17T13:47:59.387Z""";"[""water"",""water""]";GEN-072;heal;3;;select_player_avatar;;
73;water-ocean-memory;Ocean Memory;spell;water;;1;0;0;Common;;/attached_assets/card_images/GENESIS/water/spells/Blue Elemental Spell for Apps_Spell - Ocean Memory.webp;Fire and Water;GEN-073;;;"""2026-01-09T06:52:56.971Z""";"""2026-02-17T13:47:59.434Z""";["water"];GEN-073;draw_discard;1;1;player;;
74;water-liquid-book;Liquid Book;spell;water;;1;0;0;Common;;/attached_assets/card_images/GENESIS/water/spells/Blue Elemental Spell for Apps_Spell - Liquid Book.webp;Fire and Water;GEN-074;;;"""2026-01-09T06:52:57.015Z""";"""2026-02-17T13:47:59.478Z""";"[""water"",""neutral""]";GEN-074;reveal_choose;2;;player;;
75;water-dew-drop;Dew Drop;spell;water;;1;0;0;Common;;/attached_assets/card_images/GENESIS/water/spells/Blue Elemental Spell for Apps_Spell - Dew Drop.webp;Fire and Water;GEN-075;;;"""2026-01-09T06:52:57.061Z""";"""2026-02-17T13:47:59.526Z""";"[""water"",""water""]";GEN-075;peek_place_draw;1;1;player;;
76;water-healing-current;Healing Current;spell;water;;1;0;0;Uncommon;;/attached_assets/card_images/GENESIS/water/spells/Blue Elemental Spell for Apps_Spell - Healing Current.webp;Fire and Water;GEN-076;;;"""2026-01-09T06:52:57.106Z""";"""2026-02-17T13:47:59.568Z""";"[""water"",""water"",""neutral""]";GEN-076;heal;2;;all_player_water_avatars;;
77;water-deepsea-insight;Deepsea Insight;spell;water;;1;0;0;Uncommon;;/attached_assets/card_images/GENESIS/water/spells/Blue Elemental Spell for Apps_Spell - Deepsea Insight.webp;Fire and Water;GEN-077;;;"""2026-01-09T06:52:57.153Z""";"""2026-02-17T13:47:59.614Z""";["water"];GEN-077;reveal_choose;3;;player;;
78;water-water-current;Water Current;spell;water;;1;0;0;Common;;/attached_assets/card_images/GENESIS/water/spells/Blue Elemental Spell for Apps_Spell - Water Current.webp;Fire and Water;GEN-078;;;"""2026-01-09T06:52:57.197Z""";"""2026-02-17T13:47:59.657Z""";"[""water"",""water"",""water"",""neutral""]";GEN-078;discard_draw;3;;player;;
79;water-glacier-armor;Glacier Armor;ritualArmor;water;;1;0;0;Uncommon;;/attached_assets/card_images/GENESIS/water/ritualarmor/Blue Elemental Spell for Apps_Ritual Armor - Glacier Armor.webp;Fire and Water;GEN-079;;;"""2026-01-09T06:52:57.244Z""";"""2026-02-17T13:47:59.703Z""";"[""water"",""water"",""water"",""water""]";GEN-079;;;;;;
80;water-frozen-body;Frozen Body;ritualArmor;water;;1;0;0;Common;;/attached_assets/card_images/GENESIS/water/ritualarmor/Blue Elemental Spell for Apps_Ritual Armor - Frozen Body.webp;Fire and Water;GEN-080;;;"""2026-01-09T06:52:57.289Z""";"""2026-02-17T13:47:59.746Z""";"[""water"",""water"",""water"",""neutral"",""neutral""]";GEN-080;;;;;;
81;water-relearn;Relearn;quickSpell;water;;1;0;0;Common;;/attached_assets/card_images/GENESIS/water/quickspells/Blue Elemental Spell for Apps_Quick Spell - Relearn.webp;Fire and Water;GEN-081;;;"""2026-01-09T06:52:57.335Z""";"""2026-02-17T13:47:59.792Z""";"[""water"",""neutral"",""neutral""]";GEN-081;draw;2;;player;;
82;water-check;Check;spell;water;;1;0;0;Common;;/attached_assets/card_images/GENESIS/water/spells/Blue Elemental Spell for Apps_Spell - Check.webp;Fire and Water;GEN-082;;;"""2026-01-09T06:52:57.379Z""";"""2026-02-17T13:47:59.833Z""";["water"];GEN-082;peek_place;1;;player;;
83;water-water-shield;Water Shield;quickSpell;water;;1;0;0;Common;;/attached_assets/card_images/GENESIS/water/quickspells/Blue Elemental Spell for Apps_Quick Spell - Water Shield.webp;Fire and Water;GEN-083;;;"""2026-01-09T06:52:57.426Z""";"""2026-02-17T13:47:59.880Z""";"[""water"",""water""]";GEN-083;shield;2;;select_player_avatar;;
84;water-energize;Energize;quickSpell;water;;1;0;0;Common;;/attached_assets/card_images/GENESIS/water/quickspells/Blue Elemental Spell for Apps_Quick Spell - Energize.webp;Fire and Water;GEN-084;;;"""2026-01-09T06:52:57.471Z""";"""2026-02-17T13:47:59.921Z""";"[""water"",""water"",""neutral"",""neutral""]";GEN-084;heal;3;;all_player_avatars;;
85;water-blink;Blink;quickSpell;water;;1;0;0;Common;;/attached_assets/card_images/GENESIS/water/quickspells/Blue Elemental Spell for Apps_Quick Spell - Blink.webp;Fire and Water;GEN-085;;;"""2026-01-09T06:52:57.517Z""";"""2026-02-17T13:47:59.967Z""";"[""water"",""water"",""neutral""]";GEN-085;counter;1;;player;;
86;water-lake-stage;Lake Stage;field;water;;1;0;0;Common;Water element Avatar gain +1 damage in their skills;/attached_assets/card_images/GENESIS/water/fieldspells/Blue Elemental Spell for Apps_Field Spell - Lake Stage.webp;Fire and Water;GEN-086;;;"""2026-01-09T06:52:57.562Z""";"""2026-02-17T13:48:00.009Z""";"[""water"",""water"",""water""]";GEN-086;;;;;;
87;water-glacier-stage;Glacier Stage;field;water;;1;0;0;Common;Fire element Avatar skill get -2 damage in their skills;/attached_assets/card_images/GENESIS/water/fieldspells/Blue Elemental Spell for Apps_Field Spell - Glacier Stage.webp;Fire and Water;GEN-087;;;"""2026-01-09T06:52:57.608Z""";"""2026-02-17T13:48:00.056Z""";"[""water"",""water"",""water"",""neutral"",""neutral""]";GEN-087;;;;;;
88;water-city-river;City River;field;water;;1;0;0;Common;"Everytime Water element Avatar using skill, its user draw 1 card from deck";/attached_assets/card_images/GENESIS/water/fieldspells/Blue Elemental Spell for Apps_Field Spell - City River.webp;Fire and Water;GEN-088;;;"""2026-01-09T06:52:57.653Z""";"""2026-02-17T13:48:00.097Z""";"[""water"",""water"",""neutral"",""neutral""]";GEN-088;;;;;;
89;battle-preparation;Battle Preparation;item;neutral;utility;1;0;0;Uncommon;"Discard all cards in hand, then draw 5 cards from deck.";/attached_assets/card_images/GENESIS/neutral/Non Elemental For Apps_Item - Battle Preps.webp;Fire and Water;GEN-089;;;"""2026-01-09T07:02:09.415Z""";"""2026-02-17T13:48:00.143Z""";[];GEN-089;discard_draw;5;;player;;
90;graveyard-relic;Graveyard Relic;item;neutral;utility;1;0;0;Rare;"Discard 2 card, then choose 1 Avatar card from graveyard and put it into your hand.";/attached_assets/card_images/GENESIS/neutral/Non Elemental For Apps_Item - Graveyard Relic.webp;Fire and Water;GEN-090;;;"""2026-01-09T07:02:09.458Z""";"""2026-02-17T13:48:00.185Z""";[];GEN-090;discard_search;2;;player;;
91;jamu-jahe-merah;Jamu Jahe Merah;item;neutral;healing;1;0;0;Common;"Discard a card, then heal 5 damage from target avatar.";/attached_assets/card_images/GENESIS/neutral/Non Elemental For Apps_Item - Jamu Jahe Merah.webp;Fire and Water;GEN-091;;;"""2026-01-09T07:02:09.505Z""";"""2026-02-17T13:48:00.232Z""";[];GEN-091;discard_heal;1;5;select_player_avatar;;
92;jamu-kencur;Jamu Kencur;item;neutral;healing;1;0;0;Common;Heal 3 damage from target Avatar.;/attached_assets/card_images/GENESIS/neutral/Non Elemental For Apps_Item - Kencur.webp;Fire and Water;GEN-092;;;"""2026-01-09T07:02:09.549Z""";"""2026-02-17T13:48:00.274Z""";[];GEN-092;heal;3;;select_player_avatar;;
93;recruitment-scroll;Recruitment Scroll;item;neutral;utility;1;0;0;Uncommon;"Discard 1 Avatar card, then search the deck for an Avatar card who has same element with the discarded card.";/attached_assets/card_images/GENESIS/neutral/Non Elemental For Apps_Item - Rec Scroll.webp;Fire and Water;GEN-093;;;"""2026-01-09T07:02:09.596Z""";"""2026-02-17T13:48:00.321Z""";[];GEN-093;discard_search;1;;player;;
94;prize;Prize;spell;neutral;utility;1;0;0;Common;Draw 1 card.;/attached_assets/card_images/GENESIS/neutral/Non Elemental For Apps_Spell - Prize.webp;Fire and Water;GEN-094;;;"""2026-01-09T07:02:09.640Z""";"""2026-02-17T13:48:00.362Z""";["neutral"];GEN-094;draw;1;;player;;
95;golden-crates;Golden Crates;spell;neutral;utility;1;0;0;Uncommon;Draw 2 card.;/attached_assets/card_images/GENESIS/neutral/Non Elemental For Apps_Spell - Golden Crates.webp;Fire and Water;GEN-095;;;"""2026-01-09T07:02:09.687Z""";"""2026-02-17T13:48:00.409Z""";"[""neutral"",""neutral""]";GEN-095;draw;2;;player;;
96;crates;Crates;quickSpell;neutral;utility;1;0;0;Common;Draw 1 card.;/attached_assets/card_images/GENESIS/neutral/Non Elemental For Apps_Spell - Crates.webp;Fire and Water;GEN-096;;;"""2026-01-09T07:02:09.730Z""";"""2026-02-17T13:48:00.450Z""";"[""neutral"",""neutral""]";GEN-096;draw;1;;player;;
97;energy-dagger;Energy Dagger;equipment;neutral;equipment;1;0;0;Uncommon;"After this card casted, equip it into target Avatar. Target avatar get ability, +1 damage each time you pay extra energy when attacking opponent. Pay 1 to equip into another Avatar.";/attached_assets/card_images/GENESIS/neutral/Non Elemental For Apps_Equipment - Energy Dagger.webp;Fire and Water;GEN-097;;;"""2026-01-09T07:02:09.778Z""";"""2026-02-17T13:48:00.496Z""";"[""neutral"",""neutral"",""neutral""]";GEN-097;buff;1;;select_player_avatar;;
